abilities,detailPageURL,weight,weakness,height,collectibles_slug,featured,name,ThumbnailAltText,ThumbnailImage,slug,type
Sticky Hold,/us/pokedex/gastrodon,65.9,Grass,35,gastrodon,true,Gastrodon,Gastrodon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png,gastrodon,water
Sticky Hold,/us/pokedex/gastrodon,65.9,Grass,35,gastrodon,true,Gastrodon,Gastrodon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png,gastrodon,water
Pickup,/us/pokedex/ambipom,44.8,Fighting,47,ambipom,true,Ambipom,Ambipom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/424.png,ambipom,normal
Aftermath,/us/pokedex/drifloon,2.6,Dark,16,drifloon,true,Drifloon,Drifloon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/425.png,drifloon,ghost
Aftermath,/us/pokedex/drifblim,33.1,Dark,47,drifblim,true,Drifblim,Drifblim,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/426.png,drifblim,ghost
Klutz,/us/pokedex/buneary,12.1,Fighting,16,buneary,true,Buneary,Buneary,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/427.png,buneary,normal
Scrappy,/us/pokedex/lopunny,62.4,Psychic,51,lopunny,true,Lopunny,Lopunny,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png,lopunny,normal
Cute Charm,/us/pokedex/lopunny,73.4,Fighting,47,lopunny,true,Lopunny,Lopunny,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png,lopunny,normal
Levitate,/us/pokedex/mismagius,9.7,Dark,35,mismagius,true,Mismagius,Mismagius,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/429.png,mismagius,ghost
Insomnia,/us/pokedex/honchkrow,60.2,Electric,35,honchkrow,true,Honchkrow,Honchkrow,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/430.png,honchkrow,dark
Limber,/us/pokedex/glameow,8.6,Fighting,20,glameow,true,Glameow,Glameow,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/431.png,glameow,normal
Own Tempo,/us/pokedex/purugly,96.6,Fighting,39,purugly,true,Purugly,Purugly,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/432.png,purugly,normal
Levitate,/us/pokedex/chingling,1.3,Bug,8,chingling,true,Chingling,Chingling,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/433.png,chingling,psychic
Aftermath,/us/pokedex/stunky,42.3,Ground,16,stunky,true,Stunky,Stunky,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/434.png,stunky,poison
Aftermath,/us/pokedex/skuntank,83.8,Ground,39,skuntank,true,Skuntank,Skuntank,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/435.png,skuntank,poison
Heatproof,/us/pokedex/bronzor,133.4,Fire,20,bronzor,true,Bronzor,Bronzor,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/436.png,bronzor,steel
Heatproof,/us/pokedex/bronzong,412.3,Fire,51,bronzong,true,Bronzong,Bronzong,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/437.png,bronzong,steel
Rock Head,/us/pokedex/bonsly,33.1,Fighting,20,bonsly,true,Bonsly,Bonsly,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/438.png,bonsly,rock
Filter,/us/pokedex/mime-jr,28.7,Ghost,24,mime-jr,true,Mime Jr.,Mime Jr.,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/439.png,mime-jr,psychic
Natural Cure,/us/pokedex/happiny,53.8,Fighting,24,happiny,true,Happiny,Happiny,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/440.png,happiny,normal
Keen Eye,/us/pokedex/chatot,4.2,Electric,20,chatot,true,Chatot,Chatot,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/441.png,chatot,normal
Pressure,/us/pokedex/spiritomb,238.1,Fairy,39,spiritomb,true,Spiritomb,Spiritomb,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/442.png,spiritomb,ghost
Sand Veil,/us/pokedex/gible,45.2,Ice,28,gible,true,Gible,Gible,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/443.png,gible,dragon
Sand Veil,/us/pokedex/gabite,123.5,Ice,55,gabite,true,Gabite,Gabite,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/444.png,gabite,dragon
Sand Force,/us/pokedex/garchomp,209.4,Fairy,75,garchomp,true,Garchomp,Garchomp,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png,garchomp,dragon
Sand Veil,/us/pokedex/garchomp,209.4,Ice,75,garchomp,true,Garchomp,Garchomp,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png,garchomp,dragon
Pickup,/us/pokedex/munchlax,231.5,Fighting,24,munchlax,true,Munchlax,Munchlax,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/446.png,munchlax,normal
Inner Focus,/us/pokedex/riolu,44.5,Flying,28,riolu,true,Riolu,Riolu,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/447.png,riolu,fighting
Adaptability,/us/pokedex/lucario,126.8,Fire,51,lucario,true,Lucario,Lucario,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png,lucario,fighting
Inner Focus,/us/pokedex/lucario,119,Fighting,47,lucario,true,Lucario,Lucario,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png,lucario,fighting
Sand Stream,/us/pokedex/hippopotas,109.1,Grass,31,hippopotas,true,Hippopotas,Hippopotas,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/449.png,hippopotas,ground
Sand Stream,/us/pokedex/hippowdon,661.4,Grass,79,hippowdon,true,Hippowdon,Hippowdon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/450.png,hippowdon,ground
Battle Armor,/us/pokedex/skorupi,26.5,Fire,31,skorupi,true,Skorupi,Skorupi,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/451.png,skorupi,poison
Battle Armor,/us/pokedex/drapion,135.6,Ground,51,drapion,true,Drapion,Drapion,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/452.png,drapion,poison
Anticipation,/us/pokedex/croagunk,50.7,Psychic,28,croagunk,true,Croagunk,Croagunk,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/453.png,croagunk,poison
Anticipation,/us/pokedex/toxicroak,97.9,Psychic,51,toxicroak,true,Toxicroak,Toxicroak,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/454.png,toxicroak,poison
Levitate,/us/pokedex/carnivine,59.5,Bug,55,carnivine,true,Carnivine,Carnivine,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/455.png,carnivine,grass
Storm Drain,/us/pokedex/finneon,15.4,Electric,16,finneon,true,Finneon,Finneon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/456.png,finneon,water
Storm Drain,/us/pokedex/lumineon,52.9,Electric,47,lumineon,true,Lumineon,Lumineon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/457.png,lumineon,water
Swift Swim,/us/pokedex/mantyke,143.3,Electric,39,mantyke,true,Mantyke,Mantyke,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/458.png,mantyke,water
Snow Warning,/us/pokedex/snover,111.3,Fire,39,snover,true,Snover,Snover,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/459.png,snover,grass
Snow Warning,/us/pokedex/abomasnow,407.9,Steel,106,abomasnow,true,Abomasnow,Abomasnow,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png,abomasnow,grass
Snow Warning,/us/pokedex/abomasnow,298.7,Fire,87,abomasnow,true,Abomasnow,Abomasnow,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png,abomasnow,grass
Pressure,/us/pokedex/weavile,75,Fighting,43,weavile,true,Weavile,Weavile,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/461.png,weavile,dark
Magnet Pull,/us/pokedex/magnezone,396.8,Ground,47,magnezone,true,Magnezone,Magnezone,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/462.png,magnezone,electric
Oblivious,/us/pokedex/lickilicky,308.6,Fighting,67,lickilicky,true,Lickilicky,Lickilicky,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/463.png,lickilicky,normal
Lightning Rod,/us/pokedex/rhyperior,623.5,Grass,94,rhyperior,true,Rhyperior,Rhyperior,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/464.png,rhyperior,ground
Chlorophyll,/us/pokedex/tangrowth,283.5,Bug,79,tangrowth,true,Tangrowth,Tangrowth,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/465.png,tangrowth,grass
Motor Drive,/us/pokedex/electivire,305.6,Ground,71,electivire,true,Electivire,Electivire,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/466.png,electivire,electric
Flame Body,/us/pokedex/magmortar,149.9,Ground,63,magmortar,true,Magmortar,Magmortar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/467.png,magmortar,fire
Hustle,/us/pokedex/togekiss,83.8,Electric,59,togekiss,true,Togekiss,Togekiss,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/468.png,togekiss,fairy
Speed Boost,/us/pokedex/yanmega,113.5,Rock,75,yanmega,true,Yanmega,Yanmega,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/469.png,yanmega,bug
Leaf Guard,/us/pokedex/leafeon,56.2,Bug,39,leafeon,true,Leafeon,Leafeon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/470.png,leafeon,grass
Snow Cloak,/us/pokedex/glaceon,57.1,Fire,31,glaceon,true,Glaceon,Glaceon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/471.png,glaceon,ice
Hyper Cutter,/us/pokedex/gliscor,93.7,Ice,79,gliscor,true,Gliscor,Gliscor,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/472.png,gliscor,ground
Oblivious,/us/pokedex/mamoswine,641.5,Fighting,98,mamoswine,true,Mamoswine,Mamoswine,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/473.png,mamoswine,ice
Adaptability,/us/pokedex/porygon-z,75,Fighting,35,porygon-z,true,Porygon-Z,Porygon-Z,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/474.png,porygon-z,normal
Inner Focus,/us/pokedex/gallade,124.3,Ghost,63,gallade,true,Gallade,Gallade,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png,gallade,psychic
Steadfast,/us/pokedex/gallade,114.6,Flying,63,gallade,true,Gallade,Gallade,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png,gallade,psychic
Magnet Pull,/us/pokedex/probopass,749.6,Fighting,55,probopass,true,Probopass,Probopass,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/476.png,probopass,rock
Pressure,/us/pokedex/dusknoir,235,Dark,87,dusknoir,true,Dusknoir,Dusknoir,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/477.png,dusknoir,ghost
Snow Cloak,/us/pokedex/froslass,58.6,Dark,51,froslass,true,Froslass,Froslass,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/478.png,froslass,ice
Levitate,/us/pokedex/rotom,0.7,Fire,12,rotom,true,Rotom,Rotom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,rotom,electric
Levitate,/us/pokedex/rotom,0.7,Rock,12,rotom,true,Rotom,Rotom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,rotom,electric
Levitate,/us/pokedex/rotom,0.7,Fire,12,rotom,true,Rotom,Rotom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,rotom,electric
Levitate,/us/pokedex/rotom,0.7,Grass,12,rotom,true,Rotom,Rotom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,rotom,electric
Levitate,/us/pokedex/rotom,0.7,Water,12,rotom,true,Rotom,Rotom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,rotom,electric
Levitate,/us/pokedex/rotom,0.7,Ghost,12,rotom,true,Rotom,Rotom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,rotom,electric
Levitate,/us/pokedex/uxie,0.7,Bug,12,uxie,true,Uxie,Uxie,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/480.png,uxie,psychic
Levitate,/us/pokedex/mesprit,0.7,Bug,12,mesprit,true,Mesprit,Mesprit,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/481.png,mesprit,psychic
Levitate,/us/pokedex/azelf,0.7,Bug,12,azelf,true,Azelf,Azelf,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/482.png,azelf,psychic
Pressure,/us/pokedex/dialga,1505.8,Fighting,213,dialga,true,Dialga,Dialga,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/483.png,dialga,steel
Pressure,/us/pokedex/palkia,740.8,Dragon,165,palkia,true,Palkia,Palkia,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/484.png,palkia,water
Flash Fire,/us/pokedex/heatran,948,Ground,67,heatran,true,Heatran,Heatran,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/485.png,heatran,fire
Slow Start,/us/pokedex/regigigas,925.9,Fighting,146,regigigas,true,Regigigas,Regigigas,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/486.png,regigigas,normal
Levitate,/us/pokedex/giratina,1433,Dark,272,giratina,true,Giratina,Giratina,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png,giratina,ghost
Pressure,/us/pokedex/giratina,1653.5,Dark,177,giratina,true,Giratina,Giratina,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png,giratina,ghost
Levitate,/us/pokedex/cresselia,188.7,Bug,59,cresselia,true,Cresselia,Cresselia,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/488.png,cresselia,psychic
Hydration,/us/pokedex/phione,6.8,Electric,16,phione,true,Phione,Phione,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/489.png,phione,water
Hydration,/us/pokedex/manaphy,3.1,Electric,12,manaphy,true,Manaphy,Manaphy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/490.png,manaphy,water
Bad Dreams,/us/pokedex/darkrai,111.3,Fighting,59,darkrai,true,Darkrai,Darkrai,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/491.png,darkrai,dark
Serene Grace,/us/pokedex/shaymin,11.5,Fire,16,shaymin,true,Shaymin,Shaymin,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png,shaymin,grass
Natural Cure,/us/pokedex/shaymin,4.6,Bug,8,shaymin,true,Shaymin,Shaymin,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png,shaymin,grass
Multitype,/us/pokedex/arceus,705.5,Steel,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,fairy
Multitype,/us/pokedex/arceus,705.5,Fairy,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,dark
Multitype,/us/pokedex/arceus,705.5,Fairy,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,dragon
Multitype,/us/pokedex/arceus,705.5,Fire,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,ice
Multitype,/us/pokedex/arceus,705.5,Ghost,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,psychic
Multitype,/us/pokedex/arceus,705.5,Ground,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,electric
Multitype,/us/pokedex/arceus,705.5,Fire,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,grass
Multitype,/us/pokedex/arceus,705.5,Grass,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,water
Multitype,/us/pokedex/arceus,705.5,Water,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,fire
Multitype,/us/pokedex/arceus,705.5,Fire,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,steel
Multitype,/us/pokedex/arceus,705.5,Ghost,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,ghost
Multitype,/us/pokedex/arceus,705.5,Fire,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,bug
Multitype,/us/pokedex/arceus,705.5,Water,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,rock
Multitype,/us/pokedex/arceus,705.5,Water,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,ground
Multitype,/us/pokedex/arceus,705.5,Psychic,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,poison
Multitype,/us/pokedex/arceus,705.5,Electric,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,flying
Multitype,/us/pokedex/arceus,705.5,Psychic,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,fighting
Multitype,/us/pokedex/arceus,705.5,Fighting,126,arceus,true,Arceus,Arceus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,arceus,normal
Victory Star,/us/pokedex/victini,8.8,Water,16,victini,true,Victini,Victini,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/494.png,victini,psychic
Overgrow,/us/pokedex/snivy,17.9,Fire,24,snivy,true,Snivy,Snivy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/495.png,snivy,grass
Overgrow,/us/pokedex/servine,35.3,Fire,31,servine,true,Servine,Servine,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/496.png,servine,grass
Overgrow,/us/pokedex/serperior,138.9,Fire,130,serperior,true,Serperior,Serperior,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/497.png,serperior,grass
Blaze,/us/pokedex/tepig,21.8,Water,20,tepig,true,Tepig,Tepig,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/498.png,tepig,fire
Blaze,/us/pokedex/pignite,122.4,Water,39,pignite,true,Pignite,Pignite,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/499.png,pignite,fire
Blaze,/us/pokedex/emboar,330.7,Water,63,emboar,true,Emboar,Emboar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/500.png,emboar,fire
Torrent,/us/pokedex/oshawott,13,Grass,20,oshawott,true,Oshawott,Oshawott,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/501.png,oshawott,water
Torrent,/us/pokedex/dewott,54,Grass,31,dewott,true,Dewott,Dewott,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/502.png,dewott,water
Torrent,/us/pokedex/samurott,208.6,Grass,59,samurott,true,Samurott,Samurott,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/503.png,samurott,water
Keen Eye,/us/pokedex/patrat,25.6,Fighting,20,patrat,true,Patrat,Patrat,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/504.png,patrat,normal
Illuminate,/us/pokedex/watchog,59.5,Fighting,43,watchog,true,Watchog,Watchog,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/505.png,watchog,normal
Pickup,/us/pokedex/lillipup,9,Fighting,16,lillipup,true,Lillipup,Lillipup,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/506.png,lillipup,normal
Intimidate,/us/pokedex/herdier,32.4,Fighting,35,herdier,true,Herdier,Herdier,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/507.png,herdier,normal
Intimidate,/us/pokedex/stoutland,134.5,Fighting,47,stoutland,true,Stoutland,Stoutland,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/508.png,stoutland,normal
Limber,/us/pokedex/purrloin,22.3,Fighting,16,purrloin,true,Purrloin,Purrloin,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/509.png,purrloin,dark
Limber,/us/pokedex/liepard,82.7,Fighting,43,liepard,true,Liepard,Liepard,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/510.png,liepard,dark
Gluttony,/us/pokedex/pansage,23.1,Fire,24,pansage,true,Pansage,Pansage,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/511.png,pansage,grass
Gluttony,/us/pokedex/simisage,67.2,Fire,43,simisage,true,Simisage,Simisage,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/512.png,simisage,grass
Gluttony,/us/pokedex/pansear,24.3,Water,24,pansear,true,Pansear,Pansear,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/513.png,pansear,fire
Gluttony,/us/pokedex/simisear,61.7,Water,39,simisear,true,Simisear,Simisear,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/514.png,simisear,fire
Gluttony,/us/pokedex/panpour,29.8,Grass,24,panpour,true,Panpour,Panpour,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/515.png,panpour,water
Gluttony,/us/pokedex/simipour,63.9,Grass,39,simipour,true,Simipour,Simipour,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/516.png,simipour,water
Forewarn,/us/pokedex/munna,51.4,Bug,24,munna,true,Munna,Munna,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/517.png,munna,psychic
Forewarn,/us/pokedex/musharna,133.4,Bug,43,musharna,true,Musharna,Musharna,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/518.png,musharna,psychic
Big Pecks,/us/pokedex/pidove,4.6,Electric,12,pidove,true,Pidove,Pidove,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/519.png,pidove,normal
Big Pecks,/us/pokedex/tranquill,33.1,Electric,24,tranquill,true,Tranquill,Tranquill,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/520.png,tranquill,normal
Big Pecks,/us/pokedex/unfezant,63.9,Electric,47,unfezant,true,Unfezant,Unfezant,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/521.png,unfezant,normal
Lightning Rod,/us/pokedex/blitzle,65.7,Ground,31,blitzle,true,Blitzle,Blitzle,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/522.png,blitzle,electric
Lightning Rod,/us/pokedex/zebstrika,175.3,Ground,63,zebstrika,true,Zebstrika,Zebstrika,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/523.png,zebstrika,electric
Sturdy,/us/pokedex/roggenrola,39.7,Water,16,roggenrola,true,Roggenrola,Roggenrola,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/524.png,roggenrola,rock
Sturdy,/us/pokedex/boldore,224.9,Water,35,boldore,true,Boldore,Boldore,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/525.png,boldore,rock
Sturdy,/us/pokedex/gigalith,573.2,Water,67,gigalith,true,Gigalith,Gigalith,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/526.png,gigalith,rock
Klutz,/us/pokedex/woobat,4.6,Electric,16,woobat,true,Woobat,Woobat,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/527.png,woobat,psychic
Klutz,/us/pokedex/swoobat,23.1,Electric,35,swoobat,true,Swoobat,Swoobat,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/528.png,swoobat,psychic
Sand Force,/us/pokedex/drilbur,18.7,Water,12,drilbur,true,Drilbur,Drilbur,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/529.png,drilbur,ground
Sand Force,/us/pokedex/excadrill,89.1,Fire,28,excadrill,true,Excadrill,Excadrill,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/530.png,excadrill,ground
Healer,/us/pokedex/audino,70.5,Steel,59,audino,true,Audino,Audino,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png,audino,normal
Healer,/us/pokedex/audino,68.3,Fighting,43,audino,true,Audino,Audino,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png,audino,normal
Guts,/us/pokedex/timburr,27.6,Flying,24,timburr,true,Timburr,Timburr,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/532.png,timburr,fighting
Guts,/us/pokedex/gurdurr,88.2,Flying,47,gurdurr,true,Gurdurr,Gurdurr,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/533.png,gurdurr,fighting
Guts,/us/pokedex/conkeldurr,191.8,Flying,55,conkeldurr,true,Conkeldurr,Conkeldurr,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/534.png,conkeldurr,fighting
Hydration,/us/pokedex/tympole,9.9,Grass,20,tympole,true,Tympole,Tympole,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/535.png,tympole,water
Hydration,/us/pokedex/palpitoad,37.5,Grass,31,palpitoad,true,Palpitoad,Palpitoad,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/536.png,palpitoad,water
Poison Touch,/us/pokedex/seismitoad,136.7,Grass,59,seismitoad,true,Seismitoad,Seismitoad,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/537.png,seismitoad,water
Guts,/us/pokedex/throh,122.4,Flying,51,throh,true,Throh,Throh,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/538.png,throh,fighting
Inner Focus,/us/pokedex/sawk,112.4,Flying,55,sawk,true,Sawk,Sawk,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/539.png,sawk,fighting
Chlorophyll,/us/pokedex/sewaddle,5.5,Fire,12,sewaddle,true,Sewaddle,Sewaddle,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/540.png,sewaddle,bug
Chlorophyll,/us/pokedex/swadloon,16.1,Fire,20,swadloon,true,Swadloon,Swadloon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/541.png,swadloon,bug
Chlorophyll,/us/pokedex/leavanny,45.2,Fire,47,leavanny,true,Leavanny,Leavanny,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/542.png,leavanny,bug
Poison Point,/us/pokedex/venipede,11.7,Fire,16,venipede,true,Venipede,Venipede,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/543.png,venipede,bug
Poison Point,/us/pokedex/whirlipede,129,Fire,47,whirlipede,true,Whirlipede,Whirlipede,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/544.png,whirlipede,bug
Poison Point,/us/pokedex/scolipede,442,Fire,98,scolipede,true,Scolipede,Scolipede,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/545.png,scolipede,bug
Infiltrator,/us/pokedex/cottonee,1.3,Fire,12,cottonee,true,Cottonee,Cottonee,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/546.png,cottonee,grass
Infiltrator,/us/pokedex/whimsicott,14.6,Fire,28,whimsicott,true,Whimsicott,Whimsicott,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/547.png,whimsicott,grass
Chlorophyll,/us/pokedex/petilil,14.6,Fire,20,petilil,true,Petilil,Petilil,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/548.png,petilil,grass
Chlorophyll,/us/pokedex/lilligant,35.9,Fire,43,lilligant,true,Lilligant,Lilligant,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/549.png,lilligant,grass
Adaptability,/us/pokedex/basculin,39.7,Grass,39,basculin,true,Basculin,Basculin,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png,basculin,water
Adaptability,/us/pokedex/basculin,39.7,Grass,39,basculin,true,Basculin,Basculin,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png,basculin,water
